ImageId,Label
463,8
464,5
465,2
466,1
467,3
468,3
469,4
470,3
471,1
472,6
473,3
474,5
475,5
476,6
477,6
478,8
479,7
480,7
481,2
482,1
483,0
484,0
485,6
486,9
487,5
488,6
489,1
490,6
491,8
492,0
493,9
494,3
495,5
496,9
497,4
498,9
499,8
500,2
501,7
502,0
503,0
504,3
505,9
506,8
507,0
508,9
509,3
510,4
511,1
512,9
513,6
514,8
515,4
516,4
517,0
518,0
519,5
520,1
521,0
522,1
523,8
524,4
525,9
526,6
527,6
528,6
529,8
530,7
531,0
532,4
533,9
534,0
535,9
536,7
537,6
538,9
539,1
540,6
541,2
542,4
543,1
544,2
545,1
546,8
547,8
548,9
549,5
550,6
551,7
552,6
553,8
554,0
555,1
556,9
557,0
558,7
559,7
560,2
561,2
562,3
563,0
564,3
565,4
566,7
567,3
568,7
569,9
570,0
571,5
572,8
573,7
574,1
575,1
576,9
577,2
578,8
579,0
580,1
581,8
582,3
583,1
584,8
585,8
586,9
587,4
588,6
589,3
590,3
591,7
592,1
593,8
594,4
595,3
596,7
597,5
598,4
599,0
600,0
601,3
602,6
603,7
604,0
605,6
606,9
607,4
608,0
609,1
610,3
611,7
612,9
613,9
614,5
615,6
616,3
617,7
618,1
619,1
620,2
621,1
622,8
623,8
624,9
625,9
626,6
627,0
628,7
629,5
630,9
631,9
632,8
633,6
634,4
635,5
636,9
637,7
638,0
639,5
640,4
641,7
642,2
643,0
644,4
645,1
646,0
647,7
648,3
649,5
650,6
651,5
652,8
653,0
654,9
655,0
656,5
657,9
658,2
659,2
660,8
661,1
662,9
663,1
664,0
665,8
666,0
667,4
668,2
669,5
670,2
671,0
672,9
673,9
674,2
675,2
676,6
677,3
678,5
679,6
680,2
681,5
682,0
683,8
684,3
685,4
686,5
687,2
688,0
689,5
690,5
691,2
692,0
693,4
694,1
695,7
696,7
697,4
698,9
699,4
700,6
701,1
702,5
703,0
704,1
705,7
706,4
707,7
708,5
709,3
710,0
711,4
712,5
713,2
714,6
715,0
716,1
717,2
718,6
719,1
720,4
721,9
722,4
723,1
724,5
725,5
726,6
727,8
728,5
729,1
730,9
731,0
732,7
733,3
734,1
735,6
736,8
737,6
738,9
739,6
740,7
741,8
742,7
743,1
744,5
745,6
746,9
747,4
748,2
749,2
750,9
751,1
752,0
753,2
754,8
755,0
756,0
757,3
758,6
759,1
760,8
761,0
762,2
763,8
764,6
765,7
766,7
767,3
768,5
769,6
770,4
771,6
772,2
773,8
774,4
775,9
776,4
777,1
778,6
779,0
780,6
781,6
782,4
783,2
784,3
785,2
786,4
787,1
788,4
789,1
790,3
791,9
792,0
793,8
794,3
795,1
796,4
797,7
798,3
799,5
800,1
801,4
802,2
803,7
804,4
805,3
806,0
807,1
808,9
809,6
810,7
811,5
812,0
813,4
814,2
815,0
816,0
817,3
818,4
819,6
820,8
821,7
822,5
823,7
824,8
825,2
826,5
827,9
828,2
829,8
830,6
831,7
832,6
833,9
834,9
835,8
836,2
837,1
838,8
839,0
840,8
841,0
842,8
843,1
844,7
845,5
846,2
847,9
848,1
849,2
850,1
851,3
852,8
853,2
854,8
855,9
856,3
857,7
858,1
859,4
860,2
861,8
862,7
863,8
864,2
865,9
866,2
867,4
868,8
869,8
870,9
871,4
872,3
873,8
874,0
875,4
876,1
877,1
878,0
879,7
880,1
881,3
882,5
883,1
884,1
885,5
886,6
887,8
888,0
889,4
890,7
891,7
892,8
893,7
894,2
895,0
896,7
897,7
898,4
899,3
900,4
901,9
902,7
903,8
904,4
905,7
906,6
907,4
908,0
909,9
910,3
911,2
912,2
913,9
914,9
915,9
916,9
917,8
918,9
919,8
920,6
921,0
922,2
923,1
924,9
925,3
926,5
927,4
928,1
929,5
930,9
931,8
932,7
933,4
934,5
935,4
936,1
937,1
938,1
939,0
940,9
941,0
942,1
943,1
944,1
945,6
946,0
947,5
948,9
949,8
950,8
951,4
952,7
953,2
954,9
955,9
956,3
957,2
958,9
959,4
960,9
961,1
962,5
963,2
964,5
965,8
966,0
967,6
968,5
969,1
970,1
971,0
972,3
973,2
974,8
975,8
976,2
977,1
978,0
979,0
980,1
981,0
982,1
983,3
984,1
985,2
986,3
987,5
988,5
989,6
990,6
991,8
992,0
993,7
994,2
995,1
996,1
997,4
998,8
999,7
1000,5
1001,1
1002,6
1003,0
1004,5
1005,9
1006,0
1007,6
1008,9
1009,2
1010,8
1011,1
1012,3
1013,6
1014,6
1015,5
1016,2
1017,4
1018,8
1019,7
1020,7
1021,4
1022,1
1023,5
1024,8
1025,0
1026,7
1027,7
1028,1
1029,3
1030,9
1031,8
1032,1
1033,0
1034,2
1035,6
1036,5
1037,2
1038,3
1039,0
1040,5
1041,7
1042,5
1043,1
1044,1
1045,0
1046,6
1047,4
1048,7
1049,9
1050,6
1051,0
1052,9
1053,5
1054,0
1055,0
1056,2
1057,6
1058,1
1059,8
1060,7
1061,2
1062,2
1063,2
1064,7
1065,7
1066,6
1067,5
1068,1
1069,7
1070,2
1071,7
1072,0
1073,3
1074,5
1075,8
1076,0
1077,0
1078,6
1079,4
1080,1
1081,2
1082,2
1083,4
1084,4
1085,4
1086,8
1087,6
1088,5
1089,0
1090,2
1091,9
1092,5
1093,3
1094,3
1095,2
1096,4
1097,1
1098,8
1099,8
1100,6
1101,4
1102,0
1103,9
1104,4
1105,4
1106,8
1107,9
1108,6
1109,4
1110,1
1111,2
1112,5
1113,5
1114,8
1115,3
1116,0
1117,3
1118,8
1119,6
1120,1
1121,0
1122,6
1123,5
1124,3
1125,7
1126,4
1127,5
1128,1
1129,5
1130,8
1131,1
1132,5
1133,3
1134,3
1135,8
1136,7
1137,7
1138,0
1139,5
1140,2
1141,2
1142,1
1143,1
1144,3
1145,6
1146,7
1147,9
1148,0
1149,1
1150,5
1151,9
1152,4
1153,1
1154,4
1155,3
1156,2
1157,4
1158,3
1159,6
1160,4
1161,7
1162,1
1163,6
1164,2
1165,4
1166,2
1167,1
1168,9
1169,0
1170,0
1171,1
1172,5
1173,7
1174,7
1175,5
1176,2
1177,6
1178,7
1179,1
1180,8
1181,6
1182,5
1183,7
1184,7
1185,0
1186,7
1187,5
1188,1
1189,5
1190,5
1191,6
1192,4
1193,4
1194,8
1195,2
1196,2
1197,3
1198,1
1199,1
1200,5
1201,5
1202,3
1203,9
1204,7
1205,0
1206,9
1207,1
1208,5
1209,2
1210,3
1211,9
1212,6
1213,1
1214,5
1215,8
1216,2
1217,0
1218,1
1219,7
1220,5
1221,0
1222,7
1223,6
1224,7
1225,1
1226,8
1227,9
1228,8
1229,7
1230,9
1231,0
1232,6
1233,2
1234,5
1235,1
1236,8
1237,9
1238,0
1239,9
1240,2
1241,8
1242,7
1243,7
1244,6
1245,3
1246,4
1247,2
1248,1
1249,9
1250,7
1251,4
1252,0
1253,6
1254,6
1255,2
1256,6
1257,0
1258,9
1259,9
1260,9
1261,3
1262,3
1263,6
1264,9
1265,1
1266,0
1267,3
1268,4
1269,4
1270,6
1271,1
1272,3
1273,9
1274,1
1275,9
1276,4
1277,3
1278,6
1279,3
1280,2
1281,3
1282,6
1283,6
1284,2
1285,7
1286,7
1287,5
1288,1
1289,8
1290,5
1291,5
1292,5
1293,8
1294,5
1295,9
1296,1
1297,1
1298,5
1299,9
1300,5
1301,7
1302,8
1303,7
1304,5
1305,1
1306,3
1307,8
1308,6
1309,3
1310,5
1311,4
1312,3
1313,8
1314,9
1315,4
1316,5
1317,4
1318,1
1319,4
1320,8
1321,9
1322,3
1323,9
1324,9
1325,0
1326,3
1327,3
1328,8
1329,1
1330,8
1331,9
1332,3
1333,8
1334,3
1335,8
1336,6
1337,2
1338,3
1339,5
1340,0
1341,1
1342,0
1343,2
1344,6
1345,2
1346,0
1347,7
1348,0
1349,4
1350,9
1351,5
1352,5
1353,0
1354,1
1355,5
1356,5
1357,9
1358,2
1359,2
1360,9
1361,5
1362,3
1363,0
1364,9
1365,7
1366,1
1367,9
1368,1
1369,9
1370,1
1371,7
1372,6
1373,1
1374,2
1375,3
1376,7
1377,1
1378,3
1379,2
1380,5
1381,8
1382,0
1383,0
1384,3
1385,3
1386,8
1387,9
1388,2
1389,2
1390,5
1391,4
1392,2
1393,9
1394,5
1395,4
1396,7
1397,4
1398,0
1399,5
1400,1
1401,3
1402,2
1403,9
1404,6
1405,6
1406,7
1407,6
1408,9
1409,4
1410,4
1411,6
1412,9
1413,8
1414,5
1415,6
1416,5
1417,0
1418,8
1419,3
1420,8
1421,2
1422,1
1423,3
1424,5
1425,3
1426,2
1427,1
1428,7
1429,2
1430,2
1431,8
1432,0
1433,9
1434,8
1435,2
1436,0
1437,8
1438,2
1439,8
1440,9
1441,3
1442,1
1443,9
1444,5
1445,7
1446,0
1447,7
1448,7
1449,7
1450,6
1451,9
1452,3
1453,5
1454,6
1455,7
1456,3
1457,9
1458,4
1459,7
1460,4
1461,3
1462,0
1463,6
1464,4
1465,2
1466,5
1467,0
1468,8
1469,7
1470,2
1471,3
1472,1
1473,4
1474,6
1475,0
1476,1
1477,6
1478,8
1479,3
1480,2
1481,1
1482,9
1483,5
1484,7
1485,1
1486,9
1487,0
1488,2
1489,6
1490,2
1491,0
1492,1
1493,4
1494,0
1495,2
1496,8
1497,5
1498,8
1499,7
1500,7
1501,0
1502,1
1503,1
1504,7
1505,6
1506,1
1507,5
1508,7
1509,0
1510,3
1511,5
1512,1
1513,2
1514,6
1515,4
1516,1
1517,0
1518,7
1519,0
1520,9
1521,7
1522,1
1523,6
1524,2
1525,9
1526,2
1527,4
1528,2
1529,3
1530,6
1531,7
1532,8
1533,4
1534,1
1535,6
1536,5
1537,5
1538,9
1539,2
1540,6
1541,8
1542,2
1543,0
1544,0
1545,0
1546,9
1547,0
1548,1
1549,6
1550,7
1551,5
1552,4
1553,4
1554,7
1555,5
1556,3
1557,9
1558,8
1559,0
1560,1
1561,2
1562,4
1563,2
1564,3
1565,1
1566,0
1567,8
1568,6
1569,7
1570,5
1571,9
1572,8
1573,2
1574,8
1575,8
1576,8
1577,8
1578,3
1579,5
1580,3
1581,0
1582,1
1583,8
1584,0
1585,9
1586,6
1587,2
1588,6
1589,7
1590,7
1591,9
1592,9
1593,9
1594,3
1595,3
1596,6
1597,6
1598,8
1599,6
1600,6
1601,4
1602,2
1603,7
1604,2
1605,5
1606,3
1607,4
1608,0
1609,6
1610,1
1611,9
1612,9
1613,7
1614,0
1615,2
1616,3
1617,6
1618,9
1619,4
1620,0
1621,1
1622,4
1623,9
1624,2
1625,0
1626,8
1627,5
1628,8
1629,5
1630,3
1631,0
1632,1
1633,3
1634,1
1635,1
1636,5
1637,7
1638,4
1639,5
1640,7
1641,9
1642,8
1643,9
1644,1
1645,4
1646,4
1647,7
1648,2
1649,1
1650,2
1651,7
1652,8
1653,0
1654,4
1655,8
1656,9
1657,0
1658,1
1659,8
1660,7
1661,2
1662,8
1663,4
1664,4
1665,4
1666,7
1667,2
1668,9
1669,8
1670,5
1671,5
1672,1
1673,7
1674,5
1675,8
1676,5
1677,0
1678,2
1679,8
1680,9
1681,8
1682,7
1683,8
1684,0
1685,5
1686,0
1687,5
1688,0
1689,3
1690,8
1691,8
1692,1
1693,1
1694,3
1695,3
1696,1
1697,0
1698,1
1699,1
1700,3
1701,7
1702,2
1703,2
1704,7
1705,1
1706,6
1707,0
1708,0
1709,5
1710,3
1711,7
1712,0
1713,0
1714,7
1715,2
1716,3
1717,3
1718,1
1719,0
1720,6
1721,2
1722,8
1723,5
1724,9
1725,1
1726,7
1727,6
1728,6
1729,3
1730,5
1731,6
1732,0
1733,7
1734,7
1735,8
1736,0
1737,3
1738,7
1739,5
1740,8
1741,6
1742,0
1743,1
1744,5
1745,1
1746,2
1747,4
1748,9
1749,1
1750,7
1751,8
1752,7
1753,7
1754,2
1755,5
1756,9
1757,2
1758,9
1759,6
1760,1
1761,1
1762,8
1763,1
1764,0
1765,9
1766,0
1767,4
1768,2
1769,2
1770,2
1771,2
1772,3
1773,7
1774,3
1775,8
1776,6
1777,5
1778,7
1779,9
1780,6
1781,0
1782,6
1783,9
1784,2
1785,1
1786,1
1787,8
1788,6
1789,1
1790,1
1791,8
1792,0
1793,8
1794,3
1795,3
1796,8
1797,9
1798,2
1799,9
1800,0
1801,3
1802,8
1803,6
1804,5
1805,5
1806,7
1807,5
1808,3
1809,0
1810,6
1811,3
1812,6
1813,0
1814,0
1815,5
1816,3
1817,1
1818,4
1819,3
1820,8
1821,5
1822,3
1823,0
1824,2
1825,5
1826,8
1827,8
1828,9
1829,6
1830,2
1831,0
1832,3
1833,2
1834,6
1835,9
1836,4
1837,8
1838,1
1839,6
1840,8
1841,2
1842,5
1843,2
1844,8
1845,8
1846,5
1847,8
1848,2
1849,2
1850,4
1851,7
1852,9
1853,4
1854,5
1855,2
1856,3
1857,5
1858,6
1859,0
1860,5
1861,2
1862,0
1863,3
1864,7
1865,7
1866,4
1867,8
1868,7
1869,2
1870,5
1871,9
1872,7
1873,5
1874,2
1875,6
1876,4
1877,0
1878,3
1879,5
1880,7
1881,0
1882,6
1883,2
1884,0
1885,8
1886,0
1887,9
1888,2
1889,4
1890,5
1891,3
1892,7
1893,3
1894,1
1895,6
1896,5
1897,7
1898,6
1899,9
1900,6
1901,3
1902,6
1903,5
1904,4
1905,7
1906,7
1907,4
1908,9
1909,7
1910,0
1911,7
1912,9
1913,7
1914,6
1915,7
1916,1
1917,9
1918,4
1919,9
1920,4
1921,9
1922,4
1923,9
1924,1
1925,6
1926,4
1927,1
1928,6
1929,5
1930,9
1931,6
1932,4
1933,1
1934,3
1935,9
1936,1
1937,8
1938,3
1939,0
1940,0
1941,0
1942,8
1943,6
1944,0
1945,6
1946,5
1947,0
1948,9
1949,6
1950,9
1951,4
1952,2
1953,3
1954,8
1955,8
1956,8
1957,3
1958,8
1959,9
1960,1
1961,0
1962,7
1963,5
1964,2
1965,1
1966,2
1967,6
1968,2
1969,2
1970,1
1971,6
1972,4
1973,5
1974,2
1975,7
1976,7
1977,5
1978,8
1979,2
1980,2
1981,9
1982,5
1983,9
1984,9
1985,0
1986,5
1987,3
1988,6
1989,3
1990,8
1991,0
1992,9
1993,9
1994,9
1995,2
1996,0
1997,3
1998,2
1999,3
2000,0
2001,3
2002,8
2003,0
2004,0
2005,3
2006,4
2007,7
2008,3
2009,1
2010,5
2011,2
2012,1
2013,7
2014,1
2015,5
2016,1
2017,1
2018,5
2019,3
2020,8
2021,2
2022,1
2023,9
2024,7
2025,4
2026,2
2027,8
2028,6
2029,0
2030,4
2031,0
2032,6
2033,9
2034,4
2035,4
2036,0
2037,0
2038,7
2039,3
2040,4
2041,5
2042,1
2043,6
2044,5
2045,8
2046,3
2047,8
2048,8
2049,6
2050,1
2051,8
2052,3
2053,7
2054,3
2055,1
2056,2
2057,7
2058,5
2059,9
2060,7
2061,3
2062,9
2063,3
2064,8
2065,7
2066,4
2067,8
2068,5
2069,5
2070,0
2071,9
2072,1
2073,3
2074,5
2075,0
2076,4
2077,4
2078,3
2079,0
2080,6
2081,4
2082,0
2083,4
2084,0
2085,8
2086,1
2087,1
2088,1
2089,9
2090,8
2091,5
2092,2
2093,9
2094,3
2095,6
2096,7
2097,8
2098,9
2099,9
2100,5
2101,8
2102,0
2103,4
2104,3
2105,2
2106,7
2107,3
2108,5
2109,2
2110,3
2111,6
2112,6
2113,1
2114,5
2115,4
2116,2
2117,1
2118,4
2119,6
2120,9
2121,5
2122,7
2123,2
2124,1
2125,0
2126,3
2127,6
2128,0
2129,7
2130,9
2131,1
2132,5
2133,3
2134,9
2135,8
2136,2
2137,5
2138,0
2139,9
2140,3
2141,5
2142,6
2143,0
2144,7
2145,1
2146,9
2147,8
2148,9
2149,7
2150,4
2151,0
2152,4
2153,4
2154,1
2155,6
2156,9
2157,4
2158,7
2159,1
2160,0
2161,7
2162,7
2163,7
2164,2
2165,6
2166,1
2167,1
2168,6
2169,7
2170,5
2171,8
2172,3
2173,4
2174,6
2175,5
2176,9
2177,9
2178,0
2179,2
2180,1
2181,1
2182,9
2183,8
2184,7
2185,7
2186,2
2187,8
2188,7
2189,4
2190,1
2191,0
2192,1
2193,8
2194,3
2195,8
2196,2
2197,5
2198,7
2199,1
2200,4
2201,3
2202,2
2203,4
2204,9
2205,1
2206,5
2207,7
2208,9
2209,9
2210,7
2211,1
2212,9
2213,7
2214,2
2215,0
2216,9
2217,3
2218,4
2219,7
2220,2
2221,7
2222,6
2223,2
2224,8
2225,1
2226,5
2227,9
2228,0
2229,2
2230,8
2231,1
2232,8
2233,0
2234,2
2235,9
2236,4
2237,8
2238,8
2239,1
2240,6
2241,8
2242,4
2243,8
2244,4
2245,0
2246,1
2247,3
2248,4
2249,1
2250,1
2251,3
2252,6
2253,1
2254,5
2255,1
2256,8
2257,5
2258,9
2259,3
2260,6
2261,1
2262,2
2263,0
2264,4
2265,0
2266,1
2267,3
2268,5
2269,2
2270,6
2271,8
2272,8
2273,6
2274,9
2275,3
2276,4
2277,0
2278,7
2279,7
2280,8
2281,9
2282,8
2283,9
2284,6
2285,5
2286,9
2287,8
2288,6
2289,0
2290,7
2291,2
2292,7
2293,9
2294,7
2295,0
2296,5
2297,9
2298,8
2299,6
2300,9
2301,0
2302,2
2303,8
2304,4
2305,4
2306,8
2307,4
2308,6
2309,0
2310,5
2311,2
2312,8
2313,4
2314,1
2315,2
2316,7
2317,1
2318,4
2319,3
2320,3
2321,0
2322,5
2323,1
2324,1
2325,3
2326,4
2327,4
2328,5
2329,7
2330,9
2331,6
2332,9
2333,9
2334,8
2335,1
2336,8
2337,1
2338,7
2339,6
2340,4
2341,4
2342,6
2343,6
2344,9
2345,4
2346,8
2347,4
2348,8
2349,6
2350,7
2351,8
2352,3
2353,8
2354,0
2355,4
2356,9
2357,9
2358,0
2359,6
2360,2
2361,3
2362,0
2363,8
2364,8
2365,9
2366,3
2367,9
2368,5
2369,5
2370,2
2371,2
2372,1
2373,5
2374,7
2375,5
2376,1
2377,3
2378,4
2379,3
2380,2
2381,0
2382,4
2383,7
2384,5
2385,2
2386,0
2387,0
2388,0
2389,8
2390,3
2391,4
2392,5
2393,1
2394,9
2395,0
2396,9
2397,2
2398,8
2399,7
2400,8
2401,3
2402,9
2403,7
2404,9
2405,3
2406,8
2407,9
2408,9
2409,1
2410,9
2411,4
2412,7
2413,4
2414,4
2415,3
2416,9
2417,5
2418,2
2419,2
2420,0
2421,9
2422,9
2423,2
2424,1
2425,1
2426,7
2427,5
2428,0
2429,8
2430,0
2431,7
2432,6
2433,5
2434,4
2435,1
2436,2
2437,2
2438,8
2439,5
2440,2
2441,9
2442,4
2443,3
2444,2
2445,8
2446,5
2447,3
2448,4
2449,4
2450,4
2451,5
2452,8
2453,5
2454,7
2455,6
2456,0
2457,7
2458,0
2459,7
2460,8
2461,1
2462,8
2463,1
2464,4
2465,8
2466,0
2467,0
2468,3
2469,9
2470,6
2471,3
2472,3
2473,3
2474,4
2475,9
2476,0
2477,2
2478,4
2479,2
2480,8
2481,9
2482,3
2483,2
2484,9
2485,3
2486,8
2487,3
2488,4
2489,7
2490,2
2491,5
2492,7
2493,0
2494,5
2495,1
2496,9
2497,2
2498,8
2499,2
2500,8
2501,8
2502,6
2503,4
2504,4
2505,3
2506,1
2507,6
2508,1
2509,6
2510,6
2511,1
2512,0
2513,5
2514,1
2515,3
2516,2
2517,9
2518,1
2519,7
2520,9
2521,7
2522,5
2523,9
2524,0
2525,2
2526,0
2527,9
2528,6
2529,6
2530,2
2531,3
2532,4
2533,0
2534,4
2535,7
2536,8
2537,0
2538,0
2539,2
2540,5
2541,6
2542,7
2543,0
2544,4
2545,0
2546,2
2547,6
2548,7
2549,9
2550,7
2551,7
2552,4
2553,9
2554,3
2555,6
2556,3
2557,2
2558,4
2559,9
2560,5
2561,5
2562,3
2563,4
2564,2
2565,9
2566,6
2567,6
2568,3
2569,1
2570,6
2571,9
2572,1
2573,5
2574,0
2575,5
2576,5
2577,9
2578,3
2579,1
2580,6
2581,9
2582,3
2583,9
2584,1
2585,9
2586,0
2587,7
2588,4
2589,6
2590,4
2591,8
2592,1
2593,1
2594,9
2595,7
2596,5
2597,0
2598,5
2599,1
2600,4
2601,1
2602,4
2603,4
2604,6
2605,5
2606,1
2607,2
2608,7
2609,8
2610,9
2611,1
2612,6
2613,5
2614,8
2615,5
2616,8
2617,9
2618,3
2619,2
2620,9
2621,6
2622,3
2623,9
2624,4
2625,2
2626,2
2627,3
2628,4
2629,7
2630,4
2631,8
2632,8
2633,1
2634,2
2635,1
2636,4
2637,7
2638,5
2639,0
2640,6
2641,9
2642,8
2643,1
2644,7
2645,3
2646,8
2647,8
2648,3
2649,1
2650,6
2651,7
2652,2
2653,1
2654,1
2655,5
2656,6
2657,1
2658,2
2659,7
2660,7
2661,7
2662,3
2663,1
2664,9
2665,4
2666,4
2667,4
2668,9
2669,6
2670,6
2671,8
2672,6
2673,0
2674,1
2675,5
2676,8
2677,8
2678,4
2679,4
2680,6
2681,1
2682,3
2683,9
2684,4
2685,6
2686,1
2687,6
2688,7
2689,2
2690,1
2691,3
2692,5
2693,7
2694,4
2695,2
2696,5
2697,2
2698,8
2699,6
2700,2
2701,4
2702,2
2703,4
2704,5
2705,6
2706,7
2707,1
2708,1
2709,7
2710,7
2711,9
2712,9
2713,0
2714,9
2715,8
2716,3
2717,2
2718,3
2719,9
2720,7
2721,0
2722,4
2723,9
2724,3
2725,7
2726,3
2727,1
2728,2
2729,9
2730,7
2731,8
2732,4
2733,5
2734,7
2735,0
2736,8
2737,1
2738,8
2739,2
2740,3
2741,6
2742,4
2743,8
2744,7
2745,5
2746,9
2747,5
2748,2
2749,9
2750,1
2751,7
2752,3
2753,5
2754,4
2755,3
2756,6
2757,1
2758,2
2759,9
2760,1
2761,2
2762,4
2763,6
2764,0
2765,9
2766,5
2767,7
2768,2
2769,4
2770,4
2771,9
2772,6
2773,1
2774,2
2775,7
2776,7
2777,6
2778,8
2779,4
2780,2
2781,5
2782,1
2783,7
2784,5
2785,1
2786,5
2787,8
2788,9
2789,2
2790,2
2791,9
2792,9
2793,8
2794,9
2795,7
2796,2
2797,3
2798,4
2799,3
2800,5
2801,8
2802,2
2803,8
2804,8
2805,4
2806,1
2807,2
2808,9
2809,2
2810,6
2811,1
2812,7
2813,3
2814,4
2815,0
2816,3
2817,6
2818,2
2819,8
2820,6
2821,2
2822,5
2823,9
2824,0
2825,8
2826,3
2827,3
2828,3
2829,9
2830,7
2831,9
2832,3
2833,9
2834,0
2835,9
2836,6
2837,6
2838,1
2839,7
2840,7
2841,2
2842,1
2843,2
2844,1
2845,7
2846,0
2847,6
2848,0
2849,4
2850,8
2851,2
2852,3
2853,9
2854,3
2855,5
2856,6
2857,7
2858,9
2859,4
2860,3
2861,9
2862,0
2863,8
2864,4
2865,1
2866,3
2867,9
2868,2
2869,1
2870,0
2871,9
2872,7
2873,1
2874,1
2875,3
2876,8
2877,7
2878,6
2879,6
2880,9
2881,8
2882,2
2883,0
2884,5
2885,6
2886,7
2887,2
2888,0
2889,7
2890,6
2891,5
2892,0
2893,2
2894,5
2895,2
2896,0
2897,9
2898,7
2899,2
2900,9
2901,6
2902,0
2903,7
2904,4
2905,7
2906,8
2907,1
2908,1
2909,6
2910,9
2911,0
2912,9
2913,2
2914,4
2915,8
2916,7
2917,9
2918,6
2919,0
2920,8
2921,8
2922,2
2923,4
2924,7
2925,6
2926,9
2927,7
2928,0
2929,6
2930,4
2931,3
2932,5
2933,8
2934,4
2935,9
2936,9
2937,3
2938,9
2939,6
2940,6
2941,7
2942,7
2943,3
2944,1
2945,9
2946,1
2947,2
2948,6
2949,5
2950,3
2951,0
2952,0
2953,3
2954,4
2955,7
2956,6
2957,5
2958,5
2959,0
2960,5
2961,5
2962,2
2963,8
2964,3
2965,1
2966,5
2967,3
2968,4
2969,4
2970,8
2971,5
2972,8
2973,1
2974,5
2975,2
2976,2
2977,9
2978,2
2979,3
2980,3
2981,1
2982,9
2983,9
2984,8
2985,6
2986,8
2987,2
2988,0
2989,6
2990,1
2991,3
2992,4
2993,3
2994,3
2995,4
2996,0
